2017-08-01,91208,18.06,33.65,1.55,1.95,7649.11,6193.15,0.81,-4.22,5.25
2017-08-01,91210,19.69,34.93,1.57,2.23,7563.09,6357.86,0.84,-4.11,5.43
2017-08-01,91214,17.65,33.49,1.55,1.86,7702.10,6349.21,0.82,-4.46,5.35
2017-08-01,91301,15.86,29.68,1.52,1.99,7850.21,6868.41,0.87,-4.46,4.87
2017-08-01,91302,16.37,30.50,1.52,2.02,7839.16,6577.60,0.84,-4.20,4.86
2017-08-01,91303,17.30,32.19,1.55,2.01,7894.93,6847.57,0.87,-4.50,5.33
2017-08-01,91304,16.97,32.00,1.56,1.94,7960.56,6800.43,0.85,-4.49,5.32
2017-08-01,91306,17.52,32.56,1.56,2.01,7896.30,6754.34,0.86,-4.43,5.35
2017-08-01,91307,16.81,31.57,1.55,1.97,7937.88,6710.56,0.85,-4.37,5.18
2017-08-01,91311,16.65,32.19,1.57,1.82,8091.32,6647.67,0.82,-4.43,5.38
2017-08-01,91316,17.41,32.24,1.54,2.04,7805.02,6858.78,0.88,-4.55,5.31
2017-08-01,91320,15.67,29.28,1.56,1.97,7865.14,6344.12,0.81,-3.98,4.58
2017-08-01,91321,17.51,33.79,1.61,1.78,8269.34,6444.31,0.78,-4.22,5.65
2017-08-01,91324,17.83,33.16,1.57,2.00,7926.00,6698.01,0.85,-4.39,5.45
2017-08-01,91325,17.97,33.34,1.57,2.01,7883.46,6718.13,0.85,-4.45,5.48
2017-08-01,91326,17.54,33.12,1.58,1.92,8024.71,6635.50,0.83,-4.38,5.48
2017-08-01,91330,17.95,33.36,1.58,2.00,7922.93,6800.04,0.86,-4.50,5.54
2017-08-01,91331,18.54,34.23,1.59,2.01,7786.21,6538.18,0.84,-4.39,5.54
2017-08-01,91335,17.64,32.72,1.56,2.02,7862.91,6802.19,0.87,-4.49,5.39
2017-08-01,91340,18.65,34.52,1.60,2.00,7853.00,6416.21,0.82,-4.25,5.56
2017-08-01,91342,17.56,33.67,1.59,1.81,7956.63,6292.55,0.79,-4.26,5.45
2017-08-01,91343,18.15,33.62,1.58,2.01,7827.09,6626.48,0.85,-4.41,5.48
2017-08-01,91344,17.70,33.49,1.59,1.90,8009.39,6610.55,0.83,-4.40,5.54
2017-08-01,91345,18.41,34.09,1.59,2.00,7834.08,6538.94,0.83,-4.36,5.53
2017-08-01,91350,18.34,34.95,1.65,1.81,8414.91,6608.73,0.79,-4.29,5.98
2017-08-01,91351,18.20,34.87,1.65,1.78,8387.28,6558.00,0.78,-4.30,5.95
2017-08-01,91352,18.55,34.18,1.58,2.02,7727.38,6609.67,0.86,-4.49,5.55
2017-08-01,91354,18.44,35.16,1.66,1.80,8506.14,5822.16,0.68,-3.48,5.66
2017-08-01,91355,18.51,34.95,1.64,1.86,8389.94,5758.67,0.69,-3.42,5.52
2017-08-01,91356,17.21,31.93,1.53,2.03,7837.32,6832.79,0.87,-4.49,5.24
2017-08-01,91360,16.37,30.54,1.56,1.99,7870.03,6268.64,0.80,-3.94,4.76
2017-08-01,91361,15.01,28.48,1.54,1.93,7860.99,6604.09,0.84,-4.25,4.58
2017-08-01,91362,15.92,30.14,1.55,1.93,7905.82,6585.60,0.83,-4.26,4.87
2017-08-01,91364,17.05,31.64,1.53,2.03,7853.14,6591.42,0.84,-4.24,5.08
2017-08-01,91367,17.13,31.83,1.54,2.02,7877.09,6700.29,0.85,-4.35,5.18
2017-08-01,91371,17.33,32.17,1.55,2.02,7870.14,6823.42,0.87,-4.48,5.30
2017-08-01,91377,15.96,30.27,1.54,1.93,7930.52,6771.82,0.85,-4.42,4.99
2017-08-01,91381,17.15,33.26,1.61,1.77,8303.06,6442.17,0.78,-4.18,5.56
2017-08-01,91384,17.26,34.15,1.67,1.64,8392.16,6117.12,0.73,-4.02,5.69
2017-08-01,91387,17.29,33.87,1.61,1.69,8298.94,6312.77,0.76,-4.19,5.66
2017-08-01,91390,17.50,34.67,1.68,1.59,8654.18,5717.64,0.66,-3.49,5.68
2017-08-01,91401,18.01,33.16,1.56,2.05,7714.66,6749.24,0.87,-4.54,5.40
2017-08-01,91402,18.24,33.69,1.58,2.03,7769.79,6690.00,0.86,-4.50,5.50
2017-08-01,91403,17.63,32.50,1.54,2.06,7721.86,6830.40,0.88,-4.57,5.31
2017-08-01,91405,18.09,33.37,1.57,2.04,7749.97,6779.72,0.87,-4.57,5.47
2017-08-01,91406,17.86,33.03,1.56,2.03,7792.66,6758.45,0.87,-4.51,5.41
2017-08-01,91411,17.89,32.98,1.56,2.05,7734.64,6782.82,0.88,-4.55,5.39
2017-08-01,91423,17.79,32.74,1.54,2.06,7695.92,6782.68,0.88,-4.55,5.32
2017-08-01,91436,17.40,32.21,1.54,2.04,7767.06,6709.73,0.86,-4.44,5.22
2017-08-01,91501,18.43,33.99,1.57,2.01,7651.70,6033.28,0.79,-3.99,5.21
2017-08-01,91502,19.56,34.94,1.58,2.20,7616.75,6266.27,0.82,-4.04,5.41
2017-08-01,91504,18.69,34.22,1.58,2.06,7666.32,6423.78,0.84,-4.31,5.43
2017-08-01,91505,19.18,34.46,1.57,2.17,7651.80,6814.36,0.89,-4.54,5.62
2017-08-01,91506,19.51,34.82,1.57,2.21,7622.26,6638.60,0.87,-4.36,5.57
2017-08-01,91601,19.06,34.26,1.56,2.17,7669.74,6889.39,0.90,-4.58,5.62
2017-08-01,91602,19.18,34.28,1.56,2.21,7648.09,6916.12,0.90,-4.57,5.61
2017-08-01,91604,18.27,33.22,1.54,2.12,7666.07,6722.28,0.88,-4.46,5.35
